ean,quantita
0654522570260,100
0654522576163,100
0654522635501,100
0654522648341,100
0654522649256,100
0654522657633,100
0654522667793,100
0654522683915,19
0654522686374,100
0654522686428,20
0654522690821,10
0654522699022,100
0654522703194,100
0654522728074,100
0654522741721,100
0654522746900,19
0654522758170,100
0654522764393,18
0654522771018,100
0654522783523,20
0654522797520,100
0654522807816,100
0654522834188,100
0654522845993,14
0654522868763,20
0654522947420,100
0654522969866,100
0654522976963,100
0654913041287,17
0655003921328,12
0657379572449,9876
0659556152154,23
0660543503415,48
0661588574019,13
0662820966623,20
0662919097733,141
0662919104547,35
0662919107456,105
0662919108804,303
0662919110685,100
0662919110708,32
0662919111637,51
0662919117035,83
0662919117127,216
0662919117301,311
0662919122053,12
0663056004011,11
0663056009368,21
0663056011255,173
0663056011323,28
0663056011392,101
0663056013044,28
0663056017950,105
0663056017967,45
0663056018346,21
0663056021384,206
0663056022619,13
0663056023197,40
0663056023333,152
0663056023593,42
0663056023920,320
0663056023968,15
0663056024033,39
0663056024040,40
0663056027447,10
0663056027621,42
0663056027645,40
0663056027706,33
0663056027737,26
0663056029656,207
0663056029663,104
0663056029762,20
0663056031116,622
0663056031345,229
0663056031918,72
0663056031994,11
0663056032243,18
0663056035138,67
0663056035176,22
0663056035206,145
0663056035640,18
0663056035688,888
0663056035695,194
0663056036272,14
0663056036296,12
0663056036319,12
0663056036555,112
0663056036616,106
0663056036630,116
0663056036739,28
0663072961350,39
0663072964801,19
0663072964818,10
0665188534640,13
0665188534930,73
0667380785899,17
0672042030668,16
0672042116461,11
0672042134205,13
0672042154906,19
0672042173891,10
0672042204465,12
0672042281565,10
0672042323432,10
0672042414321,12
0672042418084,11
0672042423835,20
0672042432592,11
0672042434428,13
0672042440184,10
0672042446209,12
0672042472857,22
0672042472871,23
0672042500611,23
0672042513550,75
0672042516957,15
0672042517282,18
0672042517459,35
0672042517473,27
0672042517640,12
0672042519293,34
0672042520695,30
0672042520794,10
0672042958238,12
0675901259712,10
0675901259750,29
0675901368193,100
0675901461825,24
0675901654029,14
0675901698153,99
0675901715744,300
0675901758369,13
0675901842990,14
0675901843157,40
0675901869263,10
0675901869294,70
0675901869324,20
0675901870139,100
0675901870146,100
0675901870153,98
0675901870160,37
0675901876773,76
0675901877022,100
0675901878760,100
0675901976336,10
0675901976428,20
0675901976473,10
0675901978798,10
0675901978835,10
0675901979061,31
0675901979115,24
0675901979153,92
0675901979160,26
0675901997188,150
0675902056211,72
0675902058482,48
0675902058499,79
0675902059328,28
0675902093544,45
0681495008025,37
0681495009091,137
0681495009107,182
0681495009114,454
0681495009121,291
0681495009138,43
0681495009145,230
0681495009497,636
0681495009510,114
0681495009534,1809
0681495009589,77
0681495009596,449
0681495009947,31
0682017453781,28
0682017456539,52
0682017469430,11
0682017474014,17
0682017477855,11
0682017479804,19
0682276383126,1000
0682276541526,1000
0690590039766,10
0696859076657,21
0697309031011,19
0697309031035,26
0697309031080,14
0697309031103,11
0698833000245,26
0698833000801,10
0698833001228,32
0698833002515,20
0698833004304,71
0698833004380,40
0698833006179,13
0698833006681,57
0698833008364,68
0698833010565,17
0698833011203,23
0698833011463,16
0698833011647,14
0698833012033,27
0698833012309,100
0698833015119,14
0698833015812,100
0698833015829,100
0698833015836,9876
0698833018028,35
0698833018035,18
0698833020625,28
0698833039047,73
0698833040104,16
0698833040654,15
0698833040920,74
0698833043556,13
0698833043907,100
0698833043914,100
0698833043921,100
0698833043938,100
0698833043945,100
0698833043952,100
0698833043969,100
0698833043983,100
0698833043990,100
0698833044003,100
0698833044010,100
0698833044027,100
0698833044034,100
0698833044041,100
0698833044058,100
0698833045284,100
0698833045291,100
0698833045307,100
0698833045314,100
0698833045321,100
0698833045338,100
0698833045345,100
0698833045352,100
0698833045369,100
0698833045383,100
0698833045390,100
0698833045406,100
0698833045413,100
0698833045420,100
0698833047349,18
0698833050158,100
0698833050769,14
0698833051131,100
0698833051148,100
0698833051155,100
0698833051582,10
0698833052398,100
0698833052404,100
0698833053579,15
0698833053982,15
0698833054019,30
0698833054491,11
0698833058376,14
0698833058390,246
0698833058413,45
0698833061581,29
0698833064421,53
0698833064452,91
0698833073829,57
0698833073850,80
0698833073898,36
0698833073904,12
0698833075656,55
0698833075700,39
0698833076189,14
0698833081190,100
0698833081220,100
0698833081336,19
0698833084474,21
0698833085792,15
0698833085808,22
0698833087536,45
0698833091571,20
0698833091588,141
0698833091595,10
0698833091601,11
0698833091625,41
0698833091632,15
0698833091649,27
0698833091656,11
0698833091687,11
0698833091717,18
0698833092134,17
0698833092141,33
0698833096330,10
0703674567960,18
0703674571301,15
0705110112376,19
0705110112383,17
0705110112390,14
0705110112406,10
0706352961500,11
0706487001386,15
0706502065218,16
0706947011368,20
0707273469199,10
0708326914239,14
0708326914383,10
0708326914635,12
0708326914642,13
0708326915168,10
0710931140323,10
0710931140576,22
0710931140590,10
0710931160024,83
0710931160277,19
0710931160345,13
0710931160352,18
0710931160932,10
0710931160963,17
0710931161212,10
0710931161342,10
0710931161502,12
0710931161540,10
0710931161694,23
0710931161854,20
0710931161885,19
0710931162080,40
0710931162202,10
0710931162219,12
0710931162301,12
0710931162592,11
0710931162837,24
0710931162905,13
0710931302103,20
0710931504767,12
0710931505146,26
0711719020240,30
0711719405399,30
0711719409397,30
0711719480693,30
0711719570189,30
0711719571704,30
0711719572992,50
0711719575856,34
0711719578475,30
0711719582915,30
0711719583264,30
0711719584513,30
0711719589105,30
0711719591818,30
0711719592785,30
0711719599289,30
0711719599920,30
0711719713395,30
0711719719991,31
0711719721796,30
0711719765592,30
0711719791195,30
0711719810025,23
0711719815792,16
0711719824329,27
0711719825890,17
0711719836124,30
0712198997047,12
0712198997061,19
0712198997078,12
0715442352937,10
0715442440115,19
0715442513147,12
0715442513178,12
0715442513185,18
0715442513246,16
0715442560165,12
0716894289741,11
0718037308982,100
0718037806266,59
0718037807607,90
0718037815374,25
0718037823300,115
0718037823324,120
0718037823331,85
0718037828374,198
0718037845319,16
0718037847405,14
0718037850689,170
0718037850696,75
0718037850948,17
0718037852928,26
0718037853000,11
0718037855363,26
0718037855417,11
0718037855448,100
0718037855981,24
0718037856292,13
0718037856742,83
0718037856773,207
0718037856780,16
0718037856902,63
0718037857077,199
0718037858470,14
0718037858838,12
0718037858845,11
0718037859477,48
0718037861494,100
0718037863634,32
0718037863771,49
0718037864648,21
0718037868448,37
0718037868769,25
0718037869438,100
0718037869469,12
0718037869476,100
0718037870212,10
0718037870236,11
0718037870984,80
0718037871011,50
0718037871486,90
0718037871561,10
0718037871899,100
0718037872148,24
0718037872155,97
0718037872339,20
0718037872346,70
0718037872353,10
0718037872384,68
0718037873039,35
0718037873077,47
0718037876306,25
0718037876405,25
0718037876436,25
0718037877310,17
0718037877662,21
0718037878850,18
0718037878904,100
0718037878911,100
0718037878959,10
0718037881188,198
0718037883823,13
0718037883854,10
0718037884639,60
0718037884653,100
0718037884660,17
0718037884691,13
0718037884707,40
0718037884714,10
0718037886022,20
0718037886206,20
0718037886862,22
0718037887005,42
0718037887241,25
0718037887357,54
0718037887906,49
0718037887944,40
0718037887975,83
0718037889245,75
0718037891309,118
0718037891323,13
0718037891330,11
0718037891378,36
0718037891385,65
0718037891408,96
0718037891422,100
0718037891439,10
0718037891897,12
0718037891910,36
0718037893204,999
0718037893211,122
0718037893228,20
0718037893501,14
0718037893662,100
0718037894164,17
0718037894294,11
0718037894355,23
0718037894539,100
0718037894621,10
0718037894737,25
0718037894799,10
0718037894843,40
0718037894850,60
0718037894928,15
0718037896717,10
0718037896748,20
0718037898278,10
0718037898339,100
0718037898384,48
0718037899084,47
0718037899121,38
0718037899169,13
0718037899244,44
0718037899367,16
0718037899633,43
0718037899657,38
0718037899794,60
0718037899800,15
0718037899817,34
0718037899923,10
0718037899961,10
0718037900667,30
0718037901268,32
0718037901275,20
0718037901282,19
0718037901299,14
0718037901480,26
0718037901756,15
0718037901794,12
0718037902647,93
0718037902661,12
0718037902685,75
0718037902821,20
0718037902838,265
0718037902869,32
0718037902890,14
0718037902951,10
0718037902968,23
0718037902982,20
0718037903088,15
0718037903101,12
0718037903613,43
0718037903620,32
0718037903637,49
0718037903798,200
0718037903835,53
0718037903873,98
0718037903910,12
0718037904054,15
0718037904184,26
0718037904238,11
0718037904313,86
0718037904535,32
0718037904610,33
0718037904634,10
0718037904924,29
0718037904931,24
0718037904948,25
0718037905488,11
0718037905730,46
0718037905945,10
0718037905969,50
0718037906010,10
0718037906201,37
0718037906218,10
0718037906256,47
0718037906263,10
0718037906270,10
0718037906287,500
0718037906782,72
0718037907154,110
0718037907871,32
0718037907888,13
0719346022705,71
0722868554548,50
0722868643389,73
0725184103971,11
0725184104091,10
0725184104121,30
0725184104152,18
0725184104497,21
0725184104695,28
0725184117596,100
0725184846687,19
0725184994890,46
0726679632884,30
0727419314862,101
0727419314992,27
0727419317627,174
0727419416689,117
0727419416801,15
0728238948900,19
0728238949365,40
0728795230821,38
0729849105423,30
0729849106413,15
0729849107625,29
0729849107632,16
0729849107649,14
0729849107656,30
0729849117945,10
0729849142626,15
0729849142640,30
0729849161252,10
0729849161450,30
0729849162464,10
0729849162471,27
0729849164123,13
0729849165625,11
0729849168619,12
0729849171008,13
0729849179868,12
0730143309851,61
0730143311731,442
0730143312042,100
0730143312714,300
0730143313377,33
0730143313414,92
0730143314060,200
0730143314114,100
0730143314121,23
0730143314190,200
0730143314275,500
0730143314442,38
0730143314497,100
0730143314558,30
0730143314572,107
0730143314930,30
0730143315555,20
0730143315593,119
0730143315609,20
0730143315753,30
0730143315760,78
0730143315777,114
0730143316002,100
0730143316163,145
0730143316309,30
0730143316439,49
0730143316613,100
0730143316651,60
0730143316699,17
0731304016342,32
0731304016359,47
0731304107897,17
0731304123521,32
0731304189374,74
0731304189398,66
0731304198734,14
0731304198758,16
0731304205418,18
0731304207900,20
0731304213055,100
0731304219781,447
0731304222712,113
0731304253365,10
0731304263593,18
0731304268529,37
0731304268581,11
0731304268598,14
0731304268611,30
0731304268635,42
0731304268642,10
0731304268734,22
0731304268741,183
0731304268789,30
0731304272694,19
0731304277026,100
0731304277033,30
0731304279624,40
0731304279723,10
0731304286837,15
0731304286875,175
0731304286912,486
0731304291282,10
0731304292531,18
0731304292548,23
0731304292562,10
0731304292616,12
0731304292746,11
0731304292753,38
0731304295839,18
0731304296492,28
0731304299400,41
0731304301196,12
0731304301615,26
0731304301769,15
0731304301776,52
0731304303251,15
0731304303282,65
0731304304265,11
0731304310082,15
0731304317623,30
0731304317630,30
0731304317647,74
0731304317678,78
0731304317715,12
0731304317722,21
0731304317739,40
0731304320074,62
0731304327158,10
0731304327592,51
0731304327684,29
0731304327691,29
0731304327707,65
0731304327790,72
0731304327806,100
0731304330004,19
0731304331513,16
0731304331612,23
0731304332930,38
0731304332947,137
0731304332954,77
0731304332961,215
0731304332978,126
0731304332985,70
0731304332992,44
0731304333005,245
0731304337317,105
0731304337324,57
0731304337331,47
0731304337348,241
0731304338222,15
0731304338246,168
0731304338284,103
0731304338321,61
0731304338369,95
0731304339618,35
0731304340256,34
0731304340263,80
0731304340270,34
0731304340287,25
0731304340294,16
0731304340300,40
0731304340317,705
0731304340324,95
0731304346388,14
0731304346524,15
0731304346562,15
0731304346890,13
0731304346906,49
0731304346920,15
0731304346937,709
0731304346944,191
0731304347217,79
0731304347286,490
0731304402558,21
0731304402565,29
0731304402596,25
0731304404491,42
0731304404507,62
0731304404514,10
0731304404521,28
0731304404590,86
0731304404606,53
0731304404613,100
0731304404620,111
0731304404996,42
0731304407966,51
0731304410799,154
0731304410805,14
0731304410829,27
0731304410836,46
0731304410843,49
0731304410850,181
0731304410867,79
0731304410881,138
0731304412007,25
0731304432425,78
0731304432449,61
0731304435648,35
0731304436850,26
0731304436867,18
0731304437024,11
0731304439110,16
0731304439684,10
0731304440161,11
0731304573562,18
0731304643180,22
0731304643203,12
0731304733485,16
0731304736813,15
0731304736875,19
0731304736899,35
0731304738275,22
0731855020003,21
0731855021024,21
0731855021031,18
0731855021048,30
0731855021062,30
0731855023035,22
0731855030002,13
0731855031009,10
0731855031016,12
0731855031023,12
0731855031030,11
0731855031047,30
0731855051038,25
0731855060030,18
0731855063017,30
0731855210022,22
0731855210091,50
0731855210145,250
0731855210152,21
0731855210176,80
0731855210206,13
0731855231027,10
0731855710034,35
0731855711048,33
0731855711055,25
0731855721016,15
0731855791002,27
0731855791019,21
0731855791026,29
0732311012488,20
0732311013027,19
0732311013584,17
0732311014079,21
0732311014086,31
0734646035828,14
0734646047579,31
0734646047678,14
0734646058957,101
0734646064323,20
0734646064330,16
0734646064644,13
0734646064743,100
0734646066693,22
0734646066716,15
0734646073738,29
0734646074148,101
0734646083461,27
0734646083478,57
0734646083539,15
0734646083553,15
0734646091114,100
0734646097321,11
0734646148818,27
0734646194518,15
0734646194730,68
0734646194747,22
0734646194754,13
0734646227681,19
0734646227704,21
0734646227711,20
0734646227728,98
0734646227742,34
0734646227759,101
0734646227766,88
0734646227780,13
0734646251617,28
0734646254137,11
0734646254144,15
0734646254151,12
0734646272735,22
0734646296373,9876
0734646299794,12
0734646299800,11
0734646299817,39
0734646299831,17
0734646299848,48
0734646317306,47
0734646317320,14
0734646317504,18
0734646395939,32
0734646396769,12
0734646397421,101
0734646397438,73
0734646399661,17
0734646427135,10
0734646427166,26
0734646427173,25
0734646427180,20
0734646427319,101
0734646433204,101
0734646433211,101
0734646433228,101
0734646433365,379
0734646433372,101
0734646435673,31
0734646435680,48
0734646435697,12
0734646435703,13
0734646435710,66
0734646436441,26
0734646436465,19
0734646436472,35
0734646436489,31
0734646436496,41
0734646436502,15
0734646436519,55
0734646436533,28
0734646436564,16
0734646436601,14
0734646436649,65
0734646436793,32
0734646436823,14
0734646436854,60
0734646436885,83
0734646443418,16
0734646452199,43
0734646452205,35
0734646452212,26
0734646455565,26
0734646455572,71
0734646455664,12
0734646455671,101
0734646457224,101
0734646457231,16
0734646457248,101
0734646457361,13
0734646457378,101
0734646467384,26
0734646467421,22
0734646470964,49
0734646470971,101
0734646470988,70
0734646470995,56
0734646471008,50
0734646471015,47
0734646471022,17
0734646471039,49
0734646476324,26
0734646477888,20
0734646477901,23
0734646477918,55
0734646481281,32
0734646481298,81
0734646481304,52
0734646481311,31
0734646481359,28
0734646483360,9876
0734646497145,14
0734646497169,31
0734646497176,69
0734646497183,62
0734646497190,96
0734646497206,101
0734646497213,22
0734646497220,35
0734646497237,22
0734646497244,62
0734646498487,17
0734646534642,101
0734646534659,101
0734646534666,13
0734646551748,14
0734646553131,101
0734646562355,101
0734646562706,18
0734646565738,32
0734646568296,20
0734646582612,27
0734646582629,31
0734646582667,71
0734646582674,11
0734646586245,10
0734646586252,101
0734646586269,29
0734646586276,11
0734646586290,49
0734646587358,21
0734646587365,17
0734646587372,28
0734646587389,28
0734646587853,100
0734646591034,25
0734646591041,252
0734646596251,11
0734646596305,33
0734646596312,52
0734646596329,60
0734646596381,11
0734646596398,14
0734646596411,10
0734646596473,12
0734646596503,15
0734646597784,99
0734646598866,101
0734646600996,101
0734646601344,23
0734646601368,28
0734646601382,25
0734646601443,42
0734646605489,10
0734646608480,15
0734646608688,11
0734646608756,118
0734646608763,134
0734646608770,142
0734646608787,11
0734646608831,13
0734646608848,20
0734646608855,24
0734646608862,20
0734646609715,21
0734646610247,27
0734646612142,101
0734646612388,100
0734646612609,12
0734646614207,60
0734646614214,25
0734646614221,23
0734646614238,18
0734646614351,31
0734646614368,22
0734646614375,29
0734646614382,101
0734646616829,10
0734646617826,24
0734646625807,9876
0734646632249,15
0734646632270,43
0734646635028,90
0734646635035,101
0734646635042,17
0734646635059,76
0734646635066,149
0734646635073,36
0734646635080,115
0734646635097,101
0734646635103,101
0734646635110,100
0734646635127,101
0734646635424,15
0734646637169,67
0734646637183,33
0734646637244,100
0734646637268,35
0734646637275,33
0734646637282,10
0734646637497,101
0734646637503,90
0734646638036,12
0734646638043,43
0734646638050,20
0734646638180,649
0734646639514,28
0734646639521,101
0734646641692,101
0734646641708,10
0734646641876,101
0734646641883,101
0734646641890,101
0734646641906,101
0734646641913,27
0734646641920,64
0734646641937,46
0734646641944,13
0734646643726,10
0734646643832,10
0734646645287,20
0734646645294,89
0734646645300,13
0734646645652,101
0734646645669,101
0734646645676,101
0734646645683,101
0734646645966,14
0734646649995,101
0734646650120,101
0734646650199,101
0734646650229,101
0734646652360,31
0734646653077,27
0734646653084,11
0734646653282,50
0734646653299,51
0734646653305,101
0734646653312,74
0734646653329,37
0734646653336,18
0734646653343,32
0734646653350,10
0734646656283,30
0734646656290,11
0734646656306,50
0734646656313,30
0734646656368,18
0734646656375,17
0734646656382,189
0734646656399,101
0734646656405,10
0734646656412,101
0734646656436,10
0734646657723,366
0734646657730,15
0734646657747,26
0734646657754,15
0734646657778,13
0734646657785,53
0734646657792,29
0734646666572,12
0734646666916,314
0734646667050,101
0734646667067,101
0734646667074,101
0734646667081,101
0734646667098,101
0734646667104,101
0734646667111,101
0734646667128,101
0734646667494,101
0734646667500,101
0734646667517,101
0734646667524,101
0734646667708,63
0734646667975,10
0734646667982,60
0734646667999,200
0734646668002,433
0734646668088,10
0734646669184,13
0734646669252,45
0734646669269,101
0734646669283,46
0734646669474,14
0734646669481,156
0734646669894,339
0734646669900,58
0734646669917,51
0734646670029,101
0734646670173,114
0734646670180,93
0734646670197,76
0734646673129,19
0734646675901,106
0734646675925,35
0734646679824,13
0734646679923,11
0734646689397,9876
0734646690379,826
0734646690386,474
0734646690393,101
0734646690522,101
0734646695558,52
0734646695657,28
0734646695671,11
0734646695695,11
0734646696784,44
0734646696791,40
0734646696807,40
0734646696814,74
0734646696821,101
0734646696845,101
0734646696852,1068
0734646696869,101
0734646696876,101
0734646696883,101
0734646696890,101
0734646697385,139
0734646697439,177
0734646697446,138
0734646697453,101
0734646697460,101
0734646698405,25
0734646698412,28
0734646698429,31
0734646698436,40
0734646698467,26
0734646698474,28
0734646699143,10
0734646700481,101
0734646700511,20
0734646700993,13
0734646701440,13
0734646701624,10
0734646709941,101
0734646709958,101
0734646709965,51
0734646710091,351
0734646710152,136
0734646710169,101
0734646710176,151
0734646710350,15
0734646710459,101
0734646710466,59
0734646710473,51
0734646710862,72
0734646710879,81
0734646710886,52
0734646710893,364
0734646711050,45
0734646711104,53
0734646711111,21
0734646711128,53
0734646711135,101
0734646711937,14
0734646714204,15
0734646714501,67
0734646717380,12
0734646719568,27
0734646719575,69
0734646719582,30
0734646719599,122
0734646720212,25
0734646727938,91
0734646728171,101
0734646728188,101
0734646728195,101
0734646728201,101
0734646728218,101
0734646728225,101
0734646728232,101
0734646728249,101
0734646728379,28
0734646728386,35
0734646728393,30
0734646728478,101
0734646728485,193
0734646728492,101
0734646728508,238
0734646729239,13
0734646729246,183
0734646729253,13
0734646729260,21
0734646729277,874
0734646729284,16
0734646729291,17
0734646729307,20
0734646729345,18
0734646729437,70
0734646729444,28
0734646729932,101
0734646730488,34
0734646730495,16
0734646730501,101
0734646730518,10
0734646730532,13
0734646730549,14
0734646730556,15
0734646730563,11
0734646730600,11
0734646730617,100
0734646730624,100
0734646730631,100
0734646730648,135
0734646730662,97
0734646730679,52
0734646730686,168
0734646730693,64
0734646730709,25
0734646730716,49
0734646730723,198
0734646730730,101
0734646730747,101
0734646730754,101
0734646730761,101
0734646730907,16
0734646731157,110
0734646731164,12
0734646731294,19
0734646731331,14
0734646731430,35
0734646731447,41
0734646731454,16
0734646731461,84
0734646735216,24
0734646735230,51
0734646736152,22
0734646737272,72
0734646737289,185
0734646737562,10
0734646740319,12
0734646740371,46
0734646740494,41
0734646740524,319
0734646741033,101
0734646741064,101
0734646741156,63
0734646741439,47
0734646741446,60
0734646741477,101
0734646741712,101
0734646741729,101
0734646741736,101
0734646741743,101
0734646741750,101
0734646741767,12
0734646741774,20
0734646741781,310
0734646741798,154
0734646741804,20
0734646741811,1004
0734646742016,12
0734646742849,12
0734646742870,17
0734646742887,33
0734646743051,79
0734646743310,11
0734646743334,13
0734646744034,13
0734646744041,79
0734646744058,36
0734646744140,10
0734646748599,42
0734646750691,46
0734646750707,24
0734646750844,19
0734646750851,18
0734646750868,29
0734646750875,13
0734646750882,216
0734646750899,11
0734646750905,101
0734646750912,256
0734646751247,87
0734646751254,60
0734646751261,75
0734646751278,62
0734646751483,119
0734646751490,142
0734646751506,140
0734646751599,155
0734646751780,14
0734646753906,24
0734646761451,374
0734646761468,377
0734646761475,372
0734646761482,18
0735029242246,10
0735029274971,14
0735029300144,57
0735029344896,28
0735029351023,27
0735029354376,40
0735029354802,112
0735029354956,15
0735858202176,100
0735858205184,30
0735858316163,100
0735858421829,15
0735858421942,60
0735858421966,10
0735858482677,27
0740617206937,18
0740617219791,25
0740617225907,10
0740617225914,11
0740617246063,48
0740617253757,10
0740617261219,200
0740617263442,130
0740617270952,30
0740617273595,10
0740617273625,19
0740617273632,18
0740617276480,12
0740617277357,300
0740617282733,14
0740617290035,17
0740617290141,25
0740617290226,79
0740617296051,47
0740617296068,300
0740617296075,34
0740617296082,156
0740617296099,150
0740617300116,23
0740617300161,106
0740617300253,39
0740617301946,11
0740617301953,57
0740617305142,34
0740617305302,15
0740617305975,60
0740617309102,487
0740617309119,250
0740617309195,18
0740617309829,250
0740617309928,49
0740617310023,75
0740617310863,100
0740617310870,10
0740617310887,12
0740617310894,37
0740617310924,88
0740617310962,46
0740617310979,137
0740617310986,76
0740617310993,25
0740617311310,10
0740617311327,10
0740617311488,177
0740617315981,148
0740617315998,92
0740617316933,63
0740617318364,53
0740617318388,59
0740617318395,68
0740617318425,58
0740617318449,23
0740617319729,11
0740617319736,27
0740617319743,50
0740617319767,13
0740617319781,18
0740617319798,38
0740617319804,35
0740617319842,19
0740617319859,34
0740617319873,66
0740617319880,14
0740617319903,100
0740617319910,82
0740617321005,250
0740617321012,10
0740617321074,53
0740617321104,96
0740617321333,10
0740617321357,29
0740617322392,24
0740617324242,18
0740617324297,10
0740617324358,21
0740617324372,10
0740617324402,82
0740617324433,75
0740617324808,108
0740617325560,41
0740617325706,10
0740617325713,10
0740617325935,23
0740617325942,20
0740617325959,25
0740617325966,16
0740617326123,10
0740617326147,18
0740617326154,23
0740617326178,25
0740617326260,20
0740617326376,1942
0740617326383,250
0740617326543,17
0740617326567,32
0740617326574,13
0740617326680,14
0740617326710,30
0740617327328,10
0740617328028,18
0740617328066,33
0740617328110,13
0740617328219,13
0740617328370,11
0740617328431,16
0740617328486,10
0740617328493,10
0740617328509,25
0740617328554,74
0740617328561,18
0740617328585,10
0740617328615,25
0740617328622,25
0740617328639,25
0740617328745,10
0740617329131,10
0740617329391,10
0740617330069,36
0740617330076,17
0740617330083,28
0740617330090,30
0740617330236,10
0740617330298,10
0740617330786,24
0740617330793,50
0740617330809,10
0740617331103,12
0740617331134,20
0740617331233,16
0740617331455,10
0740617331646,34
0740617331660,63
0740617331677,10
0740617331707,17
0740617331714,73
0740617331721,18
0740617331738,17
0740617331745,19
0740617331752,22
0740617331769,75
0740617331776,11
0740617331899,14
0740617331905,29
0740617331929,10
0740617331943,10
0740617331950,25
0740617332827,243
0740617332841,175
0740617332865,26
0740617333398,10
0740617333480,47
0740617333510,10
0740617333701,50
0740617333725,17
0740617333732,10
0740617334012,16
0740617334036,32
0740617334050,250
0740617334074,50
0740617334319,347
0740617334357,33
0740617334432,12
0740617334746,12
0740617334838,18
0740617334890,14
0740617334913,405
0740617334937,16
0740617334951,32
0740617334975,387
0740617335002,90
0740617335019,454
0740617335040,27
0740617335477,250
0740617335484,106
0740617335743,12
0740617335750,18
0740617335989,71
0740617336603,11
0740617336610,16
0740617336627,33
0740617336634,29
0740617336641,17
0740617336757,10
0740617336771,43
0740617336856,25
0740617337228,42
0740617337396,10
0740617337426,28
0740617337440,20
0740617337464,25
0740617337471,25
0740617337488,13
0740617337501,32
0740617337518,11
0740617337532,10
0740617337549,30
0740617337815,10
0740617337853,21
0740617337969,10
0740617338249,10
0740617338508,49
0740617338515,57
0740617338898,18
0740617340570,10
0740617340594,13
0740617340761,100
0740617341225,53
0740617341270,277
0740617341324,45
0740617341782,36
0740617342734,29
0740617342765,22
0740617342772,13
0740617342819,10
0740617342826,50
0740617342840,24
0740617342864,25
0740617342871,15
0740617342895,59
0740617342925,17
0740617342956,184
0740617342994,77
0740617343007,15
0740617343038,44
0740617343298,24
0740617343311,100
0740617343328,10
0740617343335,25
0740617343403,21
0740617343410,48
0740617343427,25
0740617343434,18
0740617343748,17
0740617343793,87
0740617344783,500
0740617344790,300
0740617344806,200
0740617345186,23
0740617345209,34
0740617345223,133
0740617345841,10
0740617345858,36
0740617345865,10
0740617345872,13
0740617345889,13
0740617345896,33
0740617345902,13
0740617345919,50
0740617346602,60
0740617347319,77
0740617347326,91
0740617347333,20
0740617347340,114
0740617347678,25
0740617347791,11
0740617347876,10
0740617347890,104
0740617347920,14
0740617347944,478
0740617347999,365
0740617348040,22
0740617348095,11
0740617348125,16
0740617348156,17
0740617348163,13
0740617348187,13
0740617348194,48
0740617348200,41
0740617348255,372
0740617348378,34
0740617348453,70
0740617348552,153
0740617348583,19
0740617348736,571
0740617348774,77
0740617348996,19
0740617349009,31
0740617349481,20
0740617349498,25
0740617349504,20
0740617349955,61
0740617349962,50
0740617349979,28
0740617350128,10
0740617350142,10
0740617350166,10
0740617350173,22
0740617350180,25
0740617350203,10
0740617350210,10
0740617350302,12
0740617351774,20
0740617352207,135
0740617352214,18
0740617352221,23
0741149333115,30
0742061056557,31
0742061056724,73
0742061400954,64
0742061547130,24
0742061547185,12
0742061547208,12
0742061547260,13
0742061547284,12
0742061583503,10
0742061584005,10
0742061652186,36
0742061652209,14
0742061652223,40
0742061652247,23
0742174011009,36
0742174011016,90
0742174011528,133
0742174012006,113
0742174012013,44
0742174012020,59
0742174012501,41
0742174012525,20
0743172039736,11
0743172081469,12
0743172091604,18
0743172101761,28
0743172101778,20
0743172101785,11
0743172101792,30
0743172101808,18
0743172101822,27
0743172101839,12
0743172104656,13
0743172437570,31
0743172438188,12
0743870003947,45
0743870052587,24
0743870052754,44
0743878052725,12
0745883558766,19
0745883670857,12
0745883671069,10
0745883692378,26
0745883765492,10
0745883765508,11
0745883773305,14
0745883775323,22
0745883776566,18
0745883788231,10
0745883788248,14
0745883788255,16
0745883788262,64
0745883788279,20
0745883788491,12
0745883788507,13
0745883788514,10
0745883788569,15
0745883788644,63
0745883788675,12
0745883788729,10
0745883788798,23
0745883793716,12
0745883811892,27
0745883813667,155
0745883814626,773
0745883815746,11
0745883819324,63
0745883819829,159
0745883819843,17
0745883823499,86
0745883828746,11
0745883829293,10
0745883832712,16
0745883832743,28
0745883832750,175
0745883832798,10
0745883835836,192
0745883839407,17
0745883844678,18
0745883850020,32
0745883852376,38
0745883853250,34
0745883857647,10
0745883860074,10
0745883860210,11
0745883862115,405
0745883864577,14
0745883864973,59
0745883866335,10
0745883867981,28
0745883868186,42
0745883868230,309
0745883868445,24
0745883868735,173
0745883868742,71
0745883869015,33
0745883870141,24
0745883871292,40
0745883871353,45
0745883871414,23
0745883872145,169
0745883883165,11
0745883885084,60
0745883885091,47
0745883885428,20
0745883885992,34
0745883886623,17
0745883886630,12
0745883887064,241
0745883888016,19
0745883889853,100
0745883889860,411
0745883891009,12
0745883891801,33
0745883894482,23
0745883898930,12
0745883898947,12
0745883899548,28
0745883899593,26
0745883900336,500
0745883900350,173
0745883902866,23
0745883902934,24
0745883904907,53
0745883908240,13
0745883911004,16
0745883913756,177
0745883918317,10
0745883918737,12
0745883919871,17
0745883919888,23
0745883920884,276
0745883920914,21
0745883921812,48
0745883921973,109
0745883921980,37
0745883924394,10
0745883924547,31
0745883926299,71
0745883929818,18
0745883929825,15
0745883929832,18
